company,title,news,evaluation,year,month,day
COCA COLA,Coca-Cola publishes water footprints,"Water footprint studies compiled for drinks giant Coca-Cola show agricultural water use dwarfs the firm's own consumption and that of associated bottling plants.1 Coca-Cola has water efficiency, treatment and neutrality targets, but they apply only to water used in its own operations, not to its supply chain (ENDS Report 407, pp11-12). Water footprints are usually comprised of three figures. These represent the amount of rainwater taken from the soil, known as 'green' water; 'blue' water from lakes, rivers and irrigation systems; and 'grey' water, a measure of the water contaminated during a product's creation. Coca-Cola's studies, published in September with NGO the Nature Conservancy, show the green and blue water used to grow sugar beet and other ingredients make up two-thirds of the 35-litre water footprint of a 0.5-litre bottle of Netherlands-made Coca-Cola. As the Netherlands is not water-stressed, this is not considered a problem.[...]",positive,2010,9,30
GENERAL ELECTRIC,Italian energy company chief aims for closer hi-tech-based ties with USA,"Text of report by Italian privately-owned centrist newspaper La Stampa website, on 3 December [Interview with ENI Chief Giuseppe Recchi by Maurizio Molinari: ""ENI's new hi-tech sparks renewed US ties""] ENI [Italian National Hydrocarbons Agency] is laying its bets on new technologies to start a new chapter in its ties with the United States, and to significantly contribute to development in Italy. So claims Giuseppe Recchi, who was appointed group chairman in May, at the close of a visit to the Massachusetts Institute of Technology [MIT], one of the research centres where the challenge is playing out. […] [Recchi] First of all, because its impact on Italy has an extraordinary value. I doubt there is anyone in our country that spends more that we do on research. In terms of national technology, ENI is an engine, a brain stimulator. It suffices to visit MIT to realize this. [Molinari] You come from GENERAL ELECTRIC [GE]. Does this background influence your hi-tech drive? [Recchi] Green technology boosts GE's sales. Suffice it to think of its engines. I am an engineer by profession, and have worked for infrastructure companies, where I have learned that you have to invest in people and technology to be successful. [Molinari] How do you see the United States? […]",positive,2011,12,5
COCA COLA,Turning the world on to switching off; Sydney,"[...] Founded as a dumping ground for British felons, the harbour city has always had a shady reputation - historians say its first crime, a stabbing, was committed 24 hours after the First Fleet dropped anchor in Port Jackson. No wonder, then, that Sydney's normally jaded citizens are cock-a-hoop about Earth Hour - an event which encourages householders, government agencies and private businesses to turn off their electricity for 60 minutes. Launched in March last year as a Sydney-only initiative, Earth Hour was designed to show how ordinary citizens could make a small but important impact on global warming by reducing their energy consumption. [...] Companies like McDonald's, Lend Lease, Coca-Cola and Westfield have signed up to turn off their lights on Saturday; even the city zoo, Victoria Barracks and the Sydney Opera House will be plunged into darkness. [...]",positive,2008,3,27
GOOGLE,"Megastorage starts to take green byte;  Data management firms use offsets, energy-efficient equipment to counter environmental impact","As companies store more data, the systems to hold all that information, as well as the computers employees use, are becoming a larger environmental concern. ``IT hardware and data centers are a surprising leading national contributor to carbon emissions,'' said Vini Handler, vice president of product management and marketing for server and Web hosting firm NTT America Inc.  The company recently launched a partnership with carbon offset retailer TerraPass to allow its customers to buy credits to mitigate the greenhouse gas emissions from their IT systems. More energy-efficient computers and servers can save businesses tons of money while removing tons of pollutants, including greenhouse gases, from the environment. Several programs, including the Climate Savers Computing Initiative, the Electronic Product Environmental Assessment Tool, The Green Grid and the Storage Networking Industry Association Green Storage Initiative, are attempting to ``green'' computing for the good of the environment and bottom lines. Desktop computers waste nearly half their power, while servers lose about a third, through heat loss, according to the Climate Savers Computing Initiative, spearheaded by Google Inc. and Intel Corp. […]",positive,2008,2,4
PEPSICO,How green was my valley,"IT IS THE place where commerce, conservation and conscience intersect. A diverse and baffling world populated by a host of carbon offset sellers, carbon auditors and companies big and small spruiking their carbon neutral credentials. Some of these eco-operators have pure intentions of saving the planet. Most are there to make money as well, through thoroughly professional and ethical means. But some have neither agenda. They are known as the ""green shoe brigade"" - they are there to take advantage of well-meaning consumers, making the most of good intentions and, as spelt out in stark terms by Ross Garnaut this week, mankind's need to reduce carbon emissions. A clutch of Australian companies, such as ANZ, KPMG and News Ltd, have become carbon neutral, or soon will. Many more companies, such as Qantas and Virgin Blue, offer carbon neutral products, such as flights, car hire or concerts.[…] The list of companies operating in Australia that are, or will soon be, carbon neutral includes HSBC (which claims to be the world's first ""carbon neutral bank""), PEPSICO, Google, ING Group, National Australia Bank and Virgin Blue.[…] Most ""carbon neutral"" companies do not cover so-called scope 3 emissions, which are indirect emissions from, say, employees driving to work, the transport of the products and the disposal of any packaging. Without taking these into account, is the phrase ""carbon neutral"" meaningful?[…]",positive,2008,2,23
MICROSOFT,New push to curb 'cyberwarming' from computers,"A new term may be joining the jumble of climate-change jargon: cyberwarming. That's the new lingo being used to denote the tremendous amount of electricity consumed by the world's millions of computers, which adds to greenhouse-gas emissions. A Climate Savers Computing Initiative, spearheaded by industry leaders such as Google, Intel, Microsoft, Dell, and Hewlett-Packard, pledged this week to develop and use more energy-efficient computers and computer components.  That could cut the amount of electricity computers consume by 50 percent in the next four years, saving $5.5 billion in electricity costs, the consortium says. Annual greenhouse-gas emissions would drop by 54 million tons annually - the equivalent of taking 11 million cars off the road or shutting down 20 large coal-fired power plants, according to a story on the initiative by the Associated Press. […]",positive,2007,6,14
WAL MART STORES,Sustainability group to adopt Emissions standard for products," The Sustainability Consortium, a group of more than 50 retailers and manufacturers, has announced it will adopt a standard for measuring product life-cycle CO2 emissions.1 The Product Accounting and Reporting Standard is being developed by the Greenhouse Gas (GHG) Protocol Initiative, a partnership between the World Resources Institute and the World Business Council for Sustainable Development. A finalised version is due in September. Draft standards for product life-cycle and supply chain emissions were first published in 2009 (ENDS Report 418, p24). Both were trialled in 2010, with 42 companies testing the product life-cycle standard (ENDS Report 428, p28).  The Sustainability Consortium's members include Proctor & Gamble, Colgate-Palmolive, Unilever, Kellogg's, Walmart, Marks & Spencer and the environment department (DEFRA). ",positive,2011,7,27
GENERAL ELECTRIC,The Dirty War Against Clean Coal,"  WHILE  President Obama's cap-and-trade proposal to reduce greenhouse gases has been the big topic of recent environmental debate, the White House has also been pushing a futuristic federal project to build a power plant that burns coal without any greenhouse gases. Sounds great, right? Except the idea is a rehash of a proposal that went bust the first time around. More important, the technology already exists to make huge reductions in greenhouse emissions from coal, allowing power companies to begin cutting the carbon footprint of coal today. Instead, advanced-technology coal power sits on the shelf while regulators wait to see what happens with a project that may be just an expensive boondoggle. […] The Obama administration's FutureGen plan calls for yet another year of study before any actual action; test runs may not begin for a decade. No wonder the project's nickname is ''NeverGen.'' This is part of a Washington tradition -- beginning pie-in-the-sky projects that create an excuse to avoid forms of conservation and greenhouse-gas reduction that are possible immediately. Companies including GENERAL ELECTRIC  have already perfected technology to reduce emissions substantially, called ''integrated gasification combined cycle'' power. (Yes, it needs a better name.) Current coal-fired power plants burn pulverized coal using a combustion process that hasn't changed in a half a century. The new approach turns coal into a gas similar to natural gas, which runs through a device similar to a jet engine. Such plants can achieve near-zero emissions of toxic material and chemicals that form smog, and they require about a third less coal than regular coal-fired power plants to produce an equal amount of energy, which means about a third lower greenhouse gases. Beyond that, the promising technology of ''sequestering'' carbon dioxide -- pumping it back into the ground to keep it out of atmosphere -- appears for technical reasons to be impractical for conventional pulverized-coal power plants. But gasification plants have technical characteristics that should make ''sequestration'' of carbon feasible. A gasification power plant with sequestration would have around two-thirds lower greenhouse gases than a conventional coal-fired generating station. The first commercial gasification power plant, designed by GENERAL ELECTRIC  for Duke Energy, is being built in Indiana. Yet, absurdly, most state public-utility commissions have denied requests  to construct these environmentally friendly systems. Last year,  Virginia denied a major utility's request to build a coal-fired power plant that would have sequestered nearly all its carbon output. […]",positive,2009,6,29
GENERAL ELECTRIC,Wind Farms Take Root Out at Sea,"BREMEN, Germany -- In a warehouse district on the outskirts of Bremen in northwestern Germany is a big, well-lighted work space dominated by the massive top section of a wind turbine called a nacelle. […] The turbines are formidably expensive and tricky to install and maintain, but countries blessed with ample sea breezes, like Britain and Germany, are coming to view them as a major part of their efforts to curb the emissions of carbon dioxide and other greenhouse gases that scientists say contribute to climate change. […] Offshore wind has advantages beyond the presence of sea breezes. The seabed is relatively cheap real estate, and much larger wind farms can be built there than on land. The vast expanses available at sea allow economies of scale that may bring down costs. In addition, sea-based wind farms are less likely to set off aesthetic or environmental objections than land-based ones. Although there is worry that their fast-turning rotors may put seabirds at risk, particularly on foggy days, and grumbling that the big white pinwheels spoil views, they are being placed farther and farther out to sea to partly quell the complaints. Siemens acquired a foothold in the industry by buying the Danish company Bonus Energy in 2004. Since then, it has been scaling up the turbines and trying to streamline their installation. The company is a global leader in the offshore business, with 1,200 turbines fully installed and another 1,200 on order, costing several million euros each. Major competitors include GENERAL ELECTRIC, Vestas and Chinese companies. On an installation called Riffgat that Siemens is now finishing off Borkum, Germany, one of a chain of sandy islands that run along the German and Dutch coastlines, it managed to cut turbine installation times to 14 hours -- no small feat for units that have rotor diameters of 120 meters and weigh 250 tons. […]",positive,2013,8,22
MERCK & COMPANY,...Economists Point To Values Beyond Price,"IN the big picture and in the long run, it's true: to paraphrase Yosemite Sam, there is biological gold in them thar rain forests. The active ingredient in roughly one in four prescription drugs comes from plants. And biotechnology companies are eager to gain access to exotic environments containing tens of millions of plant and animal species that have yet to be scrutinized. In the most visible deal, MERCK, the giant pharmaceutical maker, is paying Costa Rica cash plus royalties to preserve the country's fragile tropical forests. But economists speak with virtually one voice in warning that biodiversity is not going to pay for itself. The creation of property rights in the wilderness can play only a minor role in protecting endangered habitats. ""The potential return to bioprospecting has been greatly exaggerated,"" argued David Simpson, a senior fellow at Resources for the Future, an environmental research organization in Washington.[…]",positive,1998,6,2
GENERAL ELECTRIC,"Wind power is energy source of future, experts say: Canada lagging in technology, usage. Public concerns about greenhouse gases, smog has spurred companies to invest","Wind power could supply one-quarter of Canada's electricity before the middle of this century, says the new executive director of the Canadian Wind Energy Association. Robert Hornung believes the massive power outage that hit Ontario last week will give wind power a boost. ""People are waking up and saying: 'Hey, there's something wrong with the electricity system, and it sounds like we need to invest something to make it right,'"" Hornung told the Citizen. ""I think that if people are going to be asked to ante up to make investments, at the same time they're going to say: Why don't we work to make this whole thing better, and actually look at investing in some of the new technologies?""  Wind currently supplies less than half of one per cent of Canada's electricity - just 313 megawatts. By contrast, wind generates 25,000 megawatts of electricity in Europe, including 12,800 megawatts in Germany alone. The state of Texas has 1,500 megawatts of wind energy. To reach one-quarter of Canada's electricity needs, wind power would need to supply about 50,000 megawatts, which would mean building about 50,000 turbines. Though that goal appears ambitious, Hornung said major energy corporations are now taking wind seriously. NB Power, Saskpower, Shell Canada, GENERAL ELECTRIC Wind Energy, Hydro-Quebec and Manitoba Hydro are all members of the Canadian Wind Energy Association, taking the forces of green power out of hippies' backyards and into corporate boardrooms. Public concerns about urban smog from coal-powered plants, and the greenhouse gases caused by burning fossil fuels, have led companies to invest in wind and solar power. ""Renewables can be one-third of the world's energy resource,"" said Paula McGarricle, manager of renewables at Shell Canada. But low incentives in Canada compared to the U.S. stymie the development of wind farms. Ottawa gives a taxable subsidy of one cent per kilowatt-hour to wind-energy producers. […]",positive,2003,8,24
COCA COLA,Coca-Cola to build its first factory in Gaza,"Coca-Cola plans to build its first factory in Gaza within the next year and already has secured Israeli permits for necessary materials and supplies to enter the Strip. The man behind the soda-pop venture in Gaza, Palestinian entrepreneur Zahi Khouri, a founder and the chairman of the Ramallah-based National Beverage Company solely licensed for Coca-Cola in the West Bank, spoke exclusively to The Jerusalem Post on Tuesday. [...] It's more financially efficient and environmentally sound, he said, because bottles can be recycled and reused. [...]",positive,2014,11,5
GENERAL ELECTRIC,GE and China Form Clean Energy Joint Ventures,"On the eve of Chinese President Hu Jintao's state visit to the US, GENERAL ELECTRIC made a bilateral relations announcement of its own, signing a five-year, joint collaboration agreement with China Huadian Corp. for distributed energy combined heat and power (DECHP) projects in China. DECHP is said to be a more efficient use of natural gas and combined heat and power facilities are located at or closer to the consumers. GE said that DECHP will be an especially cost-effective use of natural gas for China and a significantly cleaner alternative to the higher greenhouse gases from coal-fired power plants, reducing CO2 emissions. The company anticipates that at least 50 gas turbine generator sets will be sold and installed in China, resulting in $500 million of total revenue for the collaboration. These efficient systems recover heat that normally would be wasted in an electricity generator and save the fuel that would otherwise be used to produce heat or steam in a separate unit, said Xianming Liu, general manager of CHEC New Energy Technology Development, an affiliated enterprise of China Huadian Corp. A report released in 7 by the World Alliance for Decentralized Energy (Wade) says that the US and China are behind Europe in deploying decentralized energy, but the potential for advancement is enormous for both countries. CHP and DE are so efficient because the current way of generating electricity wastes so much energy, said Wade Executive Director David Sweet at an event held in 7 in Washington, noting that by the time electricity has reached customers' homes, two-thirds of the primary energy value of fuel is lost. GE says that it has had great success with CHP. In 8, the company announced that one of its aeroderivative gas turbines is now powering the Texas Medical Center in Houston, one of the largest medical centers in the world. The medical center's first CHP plant, developed by Thermal Energy, uses a GE LM6000 PD Sprint aeroderivative gas turbine, providing 48 MW of power (NGW Jan.25,p13). The turbine exhaust is also used to generate steam for the physical plant at the medical facility. GE said the plant is estimated to reduce CO2 emissions by as much as 455 tons per year than would be the case if the heat and power were purchased separately off the grid. […]",positive,2011,1,24
BANK OF AMERICA,GORE FIRM HAS EYES ON GREEN CORNER OF MIDTOWN,"THE INVESTMENT FIRM of global warming guru Al Gore is bringing some green to midtown. Generation Investment Management announced yesterday that it's poised to lease office space in the eco-friendly BANK OF AMERICA tower going up across from Bryant Park. The skyscraper, being developed by the Durst Organization, was picked by Gore's outfit because it ""epitomizes our company's philosophy,"" said Peter Knight, president of the firm's U.S. operations.""The building is on the cutting edge of sustainable technology, it is the product of decades of planning and its location and design are second to none,"" Knight said. Developers of the 54-story crystalline tower at 1 Bryant Park, set to open next year, hope to get approval from the U.S. Green Buildings Council.The building features waterless urinals, translucent insulating glass that promotes energy efficiency and carbon dioxide monitors that automatically adjust the amount of fresh air. It also will have daylight dimming and LED lights to reduce electricity usage.Generation Investment, founded by Gore and former Goldman Sachs executive David Blood in 2004, has its eye on 5,000 square feet of space on the 48th floor, officials said.The firm already has offices in London and Washington. Douglas Durst, co-president of the Durst Organization, said Gore's green-minded company would be ""the perfect tenant.""",positive,2007,11,15
COCA COLA,Machines to take back empty Coke bottles,"Environmentally friendly ""reverse"" vending machines have hit town to encourage bottle recycling. About 50 machines will accept used Coca-Cola bottles and add about 10 cents on the Octopus card of the person who deposits them. They will be installed at housing estates later this year. Swire Coca-Cola Hong Kong launched the first eight ""every bottle counts"" machines yesterday. [...] Environmental Protection Department principal officer Lawrence Wong Tung-kong said the introduction of the reverse vending machines could encourage more people to participate in recycling. [...]",positive,2007,2,13
GENERAL ELECTRIC,"Government's smart-meter estimate falls short by £6bn, expert claims","The Government has underestimated the cost of a nationwide rollout of smart meters by as much as £6.4 billion, according to Ernst & Young. Last week ministers gave a green light to install 47 million new gas and electricity meters, which can monitor energy use in real time, in every household in Britain. They said that the project could be completed at a cost of between £7 billion to £9 billion, or an average of £269 to £346 per household. Ernst & Young, the audit firm, has rejected that estimate, arguing that the true cost would be at least 49 per cent higher, at about £13.4 billion, or £515 per household. Consumers are expected to shoulder the bulk of the extra cost in the form of higher bills, although the industry claims there will be offsetting savings. Tony Ward, power and utilities partner at Ernst & Young, said that the Government's figures appeared to underestimate the scale of the additional technology and infrastructure required to support the smart meters, which it is hoped will help to cut carbon emissions by promoting energy efficiency. […] The project will be highly lucrative for the manufacturers of smart meters, such as GENERAL ELECTRIC , IBM and Itron, of the United States, and Landis+ Gyr, a privately owned Swiss group.",positive,2009,5,18
GENERAL ELECTRIC,Uni-industry tie-up mutually beneficial: Tony Tan,"THERE are compelling reasons for academia and industry to get together to drive research as each party brings individual strengths to the table, National Research Foundation chairman Tony Tan said yesterday.  Speaking at the opening of the $150 million National University of Singapore (NUS)-GENERAL ELECTRIC  (GE) Singapore Water Technology Centre, which aims to provide water technology solutions to the world, Dr Tan said such industry-university collaborations can result in mutually beneficial partnerships. 'They provide access to a variety of skills, knowledge and facilities that a company alone could never accumulate or afford,' he said. 'The universities' researchers see across multiple sectors and can bring together existing technologies in unexplored combinations.' On the other hand, industrial partners understand exactly what their customers want, as well as the need to be 'cost-effective, innovative, reliable and entrepreneurial' when delivering products and services to the marketplace, Dr Tan said. 'They provide the challenge and satisfaction of contributing to the development of real products and services.' In the case of the partnership between NUS and GE, the centre - at the university's school of engineering - will allow researchers and academics to help develop and test technology in areas such as desalination, water re-use, the generation of ultra-pure water for the semiconductor industry, and chemical analysis of water and wastewater. […]",positive,2009,6,23
GENERAL ELECTRIC,Where The Jobs Aren't,"With the economy stagnating and unemployment high, where are the jobs of the future going to come from? A few years ago, it seemed as though the Green Economy could be a big part of the answer. New clean-energy sources could address environmental, economic and national security problems all at once. In his 2008 convention speech, Barack Obama promised to create five million green economy jobs. The U.S. Conference of Mayors estimated in April 2009 that green jobs could account for 10 percent of new job growth over the next 30 years. […] There's a wealth of other evidence to suggest that the green economy will not be a short-term jobs machine. According to Investor's Business Daily, executives at Johnson Controls turned $300 million in green technology grants into 150 jobs -- that's $2 million per job. Sunil Sharan, a former director of The Smart Grid Initiative at GENERAL ELECTRIC, wrote in The Washington Post that the Smart Grid, while efficient and environmentally beneficial, will be a net job destroyer. For example, 28,000 meter-reading jobs will be replaced by the Smart Grid's automatic transmitters. A study by McKinsey suggests that clean energy may produce jobs for highly skilled engineers, but it will not produce many jobs for U.S. manufacturing workers. Gordon Hughes, formerly of the World Bank and now an economist at the University of Edinburgh, surveyed the landscape and concluded: ''There are no sound economic arguments to support an assertion that green energy policies will increase the total level of employment in the medium or longer term when we hold macroeconomic conditions constant.'' […]",positive,2011,9,6
WAL MART STORES,"Asda sets store by a clean, green image","Supermarket group Asda yesterday pledged to stop sending any waste to landfill sites within four years as part of a plan to achieve a new clean and green image. The 307-store chain is also to test a range of energy-saving technologies including sunpipes and biomass boilers. The ""zero waste"" promise echoes a similar pledge made by Asda's parent group, Wal-Mart, last year and is part of a drive by all the big grocers to reinvent themselves as environmentally friendly businesses.Leeds-based Asda said that by 2010 all waste produced at its stores would be recycled, reused or composted instead of being sent to landfill. The company is also reviewing all its own-label products in an effort to reduce the amount of packaging shoppers have to dispose of at home. It aims to cut packaging by 10% over 18 months. David Cheesewright, Asda's chief operating officer, said: ""It's a massive commitment . . . We hope our competitors will follow our lead."" […] The minister said the food industry could ""significantly affect our fragile environment, but is also in the unique position of being able to make a major positive contribution to reducing our environmental footprint"".",positive,2006,7,26
INTERNATIONAL BUS.MCHS.,IBM Signs Environmental Services Management Project,"News: US-based  IBM has signed an environmental services management project with the city council of Madrid. The project, valued at EUR14.7mn (USD19.99mn), is focused on enhancing the delivery and efficiency of services as well as providing residents with improved tools to interact and communicate with the local council. Under the project, Big Data and analytics will be used to transform Madrid's supplier management model, which will enable citizens to pay each service provider on the basis of service levels. The move is likely to enhance the management of public services like waste management, lighting, irrigation and street maintenance. ",positive,2014,7,9
PEPSICO,How to become a 'social purpose leader',"When Paul Klein started approaching companies in 2001 to use the services of Impakt, his Toronto-based consulting firm focused on social responsibility, it was hard to open doors.   ""Nobody would listen to you. [Social responsibility] was seen as a below-marginal activity, something flaky, but now it has become an important business driver,"" he said in an interview.  The problem now, Mr. Klein said, is that we are seeing ""management by check box,"" with organizations making sure they tick off all the prerequisites of a program, such as having a vice-president of social responsibility and a sustainability report. ""There's a lot of action but not a lot of results because they haven't figured out why they are doing it,"" he said.  He has even edged away from the term corporate social responsibility (CSR), and urges his clients to become ""social purpose leaders"" - an organization that understands how it does business will have meaningful social impact and results. Companies need to understand the direct social and environmental impact of their products and services and how it connects to social issues. […]  Many companies are proud of their sustainability and CSR reports, but Mr. Klein sees no point to printing them, at great cost and with little readership, in addition to annual reports. Integrate the material into the regular annual report, where it belongs. PEPSICO did this in 2011. […].",positive,2013,2,11
GENERAL ELECTRIC,"Bye-bye, incandescent bulb?","Is Thomas Edison's most famous invention, the incandescent light bulb, about to fizzle into obscurity? Thanks to global warming, the ban-the-bulb movement is gaining strength. Australian officials and European lighting manufacturers have announced phaseouts of the energy-draining bulb. A California legislator has proposed a ban. Now, in a move that could speed the move away from the 128-year-old invention, some of the world's largest bulbmakers have joined environmental groups and the California Energy Commission in talks that could lead to a phaseout in the US within a decade, sources say. The scope of the move - and manufacturers' support of it - is still undecided, they add. ""We're talking about a 10-year phaseout of incandescents, but there's no plan on paper on how to do that yet,"" says a source close to the talks who, lacking authorization to speak to media, asked not to be identified. ""We're thinking through and seeking answers to a number of questions,"" said the source, noting the talks could yet fail. […] But the venerable incandescent may have life in it yet. GENERAL ELECTRIC Co. said Friday that by 2010 it would make an incandescent bulb twice as efficient as today's - and by 2012 produce one that is four times more efficient, on par with CFLs. ""Banning any specific technology is absolutely unnecessary,"" says Kim Freeman, a spokeswoman for GE's Consumer & Industrial division in Louisville, Ky., which includes lighting. ""GE supports national policy that will drive improved energy standards for all lighting products, regardless of the technologies."" All incandescent-bulb makers reportedly remain wary of proposed bans, as well as of any marketing misstep that might alienate customers. Like NRDC's Mr. Horowitz, GE officials say they want tougher performance standards for all technologies - not a ban on one technology. Among three large lighting manufacturers said to be involved in the talks, Philips Electronics North America Corp. is the most enthusiastic, says a source near the phaseout discussions. Osram Sylvania, in Danvers, Mass., seems to be warming to the idea. It's not clear if GENERAL ELECTRIC, America's largest lighting manufacturer, likes or dislikes the idea, the source says. […]",positive,2007,2,28
Exxon Mobil,"Exxon Mobil Finding, Exploiting More Opportunies in Natural Gas","Exxon Mobil may be the world's largest publicly traded oil company, but the opportunities coming its way recently have tended to involve natural gas, Chairman and Chief Executive Rex Tillerson said last week at Exxon's annual shareholder meeting.[...] Natural gas also plays an important role in the company's efforts to reduce greenhouse gas emissions, he told shareholders. [...]  ",positive,2009,6,1
GENERAL ELECTRIC,LITTLE NEED TO IMAGINE,"If you're one of the 30-million viewers tuned in to NBC's Olympic coverage, then you've likely seen ads touting the green achievements of NBC parent GENERAL ELECTRIC. You've probably also guessed that GE's ""ecoimagination"" line doesn't really include turtle traffic or flatulent grass-fed dragons. GE's ads feature rich, mythical landscapes, inviting viewers to ""imagine"" a green-fueled future that is ""no longer the stuff of legends."" The truth behind the legend is a little less glamorous, but it would be animal cruelty if the two dragon-awed tots fed the fire-breathing beast baskets of chicken poop. Here's the real story behind the ""legends"" conjured by GE:  ""Wind hasn't always played a helpful role in the Olympic Games, but today, wind energy from GE is helping power the Beijing games."" REAL STORY: GE provided 120 wind turbines to the Zhangbei and Shangyi wind farms north of Beijing, supplying 180 megawatts of electricity, about one-tenth of the electric capacity of Tampa Electric's Big Bend power station. The wind power feeds the electric grid in Beijing, a city of 16-million people, and two nearby cities. GE estimates that the farms can power nearly 400,000 Chinese households per year. ""Turning organic waste, like grass and plants, into energy is no longer the stuff of legends. Today, biogas technology from GE is helping make the world a little brighter."" […]",positive,2008,8,18
PEPSICO,PEPSI continues 'bottle school' project,"PEPSI'S AYOS Pinas! continues its efforts to build a better Philippines through the Bottle School Project, which aims to build schools - using discarded plastic bottles as construction materials - in Brgy. San Jose (Malamig), San Pablo, Laguna. The Bottle School Project was recently launched as a model campaign to help alleviate the lack of classrooms and schools in the Philippines; it also promotes the recycling and reuse of plastic bottles. The youth members of PEPSI's Ayos Pinas! under the volunteer system of PEPSI's ""Sarap Magbago"" campaign, helped in the ongoing construction of the first ever bottle school in the country.[…] Building structures using recyclable items has been a practice in various parts of the world as it is more affordable and environment- friendly. Plastic bottles are ideal construction materials because they are nonbrittle and absorb shock loads, thus they don't easily break. PEPSI has tied up with My Shelter Foundation, a nonstock, nonprofit foundation that seeks to bring low-cost, environment-friendly and sustainable building technologies to the Philippines, in its Bottle School Project. The organization has brought the plastic bricks technology in the country to build homes and schools.[…]",positive,2010,12,30
WAL MART STORES,Being eco-friendly can pay economically,"Marketers are seeing green over green. Whether for environmentally friendly stores, products or causes, marketers are pegging their brands to programs that help aid the Earth's natural resources, and using that hook as a means to bolster sales. ""Green marketing is a good thing,"" says Jack Barkenbus, executive director of the University of Tennessee's Energy Environment and Resources Center. ""Consumers have begun to respond to it. That's why you've seen so much growth."" [...] Going green: *Retail. Wal-Mart in 7 began a sustainable store test starting with the construction of a 206,000-square-foot store in Texas. The eco-centric design deploys 26 energy-saving and renewable-materials experiments. *Auto. Japanese automakers have made hybrid vehicles mainstream. Toyota expects to sell more than 150,000 of its popular Prius cars, which might soon get a special emblem to flag their gas-saving and emissions-reducing status. […]",positive,2005,8,15
CHEVRON,"Moniz, noised as successor to Steven Chu, favors gas and nuclear as climate measures","Speculation in Washington about who will be named to replace Energy Secretary Steven Chu has quieted recently, but one name received a flurry of attention last week: Massachusetts Institute of Technology physicist and energy policy leader Ernest Moniz.[...] The MIT Energy Initiative, on which Moniz serves as co-director, is funded in large part by some of the largest oil companies in the world, including BP, Eni, Saudi Aramco, Shell, Total and CHEVRON. Much of the initiative's work, however, focuses on examining clean-energy alternatives and ways to reduce the CO2 emissions associated with fossil fuel use. While the group produced a report in 2011 on the future of natural gas in the US, it has also done extensive work on integrating renewables into the grid, increasing the use of carbon capture and storage, and electrifying transportation.[...] ",positive,2013,2,25
VERIZON COMMUNICATIONS,Employee involvement vital to success in sustainability,"Last month, VERIZON launched an employee communications campaign designed in part to generate ideas on how the company can improve its sustainability efforts.  As part of the initiative, the telecommunications company created a new internal Web site, with input from the company's first chief sustainability officer, James Gowen, who joined VERIZON in 2009.  'Employees are a critical part of the whole sustainability initiative,' says Harry Pfaff, director of employee communications at VERIZON. 'You need your employees to be innovating around green and sustainability. If they are, that will only enhance the success of the company's initiatives.' VERIZON is using webcasts and e-mail to communicate with staff. It also created VZ Green TV, an internal video channel. In addition to providing energy and recycling tips for work and home, the site features interactive features, such as a 'Go Green' Web page, where employees can make suggestions about the company's sustainability programs.  VERIZON is not alone in engaging its employees in its sustainability efforts. Companies are increasingly recognizing the value that this audience can play in the ultimate success of such work. Finding the right way to inform and motivate staffers in this area has become a top priority. Michael Neuwirth, senior director of PR at The Dannon Company, says the organization shares its progress with employees through an annual sustainability overview, which it has done since 2007. […]  Frank Mantero, director of corporate citizenship programs for GE, notes how his company, which has been dedicated to environmental sustainability for years, has taken several measures to get its employees involved and invested in the work it does. […]  Mark Grundy, VP in Edelman's CSR practice, agrees that for those companies that are successfully […]",positive,2010,5,14
INTERNATIONAL BUS.MCHS.,IBM collaborates with Slovakian ZSE on smart energy feasibility study,"IBM (NYSE:IBM) announced on Monday that it has partnered with Slovakian electricity distributor and supplier Zapadoslovenska energetika as (ZSE) on a smart energy feasibility study that will help prepare the capital city Bratislava for electric vehicles (EVs). No financial details were disclosed. The company said that the study, using e-mobility technology, will help identify the possibilities of connecting the two neighbouring metropolitan areas of Bratislava, Slovakia and Vienna, Austria with a ""green"" highway. The highway would interconnect the two cities with a network of public charging stations for electric vehicles. This study is part of a larger pilot project, VIBRATe (VIenna BRATislava E-mobility), with a goal to reduce emissions with a smarter, energy efficient transportation system.IBM Slovakia is partnering with ZSE to provide insights into various implementation scenarios and infrastructure options for charging. The companies are investigating charging station locations for normal and rapid charging across the borders, as well as analysing networking availability. The insight will allow ZSE to strategically place charging stations in areas that are convenient for consumers, without straining the distribution system.        ",positive,2012,4,9
Exxon Mobil,Angola; LNG Project Presented in Yeosu,"The CEO of the Angolan LNG (Liquefied Natural Gas) Project, António Orfão, presented Wednesday in Yeosu (South Korea) the above-mentioned undertaking, during a conference called ""Angola LNG - from vision to reality"".  [...] He also underlined that the project will boost development in the 14, 15, 17, 18 deep water blocks, with integrated solutions to the burn of gas and promotion of environmental protection and compliance with existing oil legislation. According to him, in providing an attractive commercial alternative regarding associated gas burn, the project places Angola on the vanguard of the countries committed to reduce greenhouse gas emissions. [...] Angola LNG follows a partnership involving BP Exploration (13,6 percent ), Chevron (36,4), ExxonMobil (13,6), Sonangol (22,8) and Total (13,6).",positive,2012,7,12
